KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,T001083001,T001083002,T001083003,T001083004,T001083005,T001083006,T001083007,T001083008
1.12E+10,4,熊谷市,箱田二丁目,0,,,192,83,63,20,17,5,388,2.02083
1.12E+10,4,熊谷市,箱田三丁目,0,,,90,30,29,21,8,2,193,2.14444
1.12E+10,4,熊谷市,箱田四丁目,0,,,138,47,45,24,17,4,304,2.2029
1.12E+10,4,熊谷市,箱田五丁目,0,,,116,30,38,33,13,2,267,2.30172
1.12E+10,4,熊谷市,箱田六丁目,0,,,324,102,107,63,38,8,736,2.2716
1.12E+10,4,熊谷市,箱田七丁目,0,,,252,74,67,64,33,12,604,2.39683
112020120,3,熊谷市,本石,0,,,747,375,203,96,55,13,1386,1.85542
1.12E+10,4,熊谷市,本石一丁目,0,,,314,137,94,44,28,9,626,1.99363
1.12E+10,4,熊谷市,本石二丁目,0,,,433,238,109,52,27,4,760,1.7552
112020130,3,熊谷市,石原,0,,,824,293,261,147,97,16,1787,2.16869
1.12E+10,4,熊谷市,石原一丁目,0,,,229,73,82,40,27,6,502,2.19214
1.12E+10,4,熊谷市,石原二丁目,0,,,332,125,109,49,38,5,705,2.12349
1.12E+10,4,熊谷市,石原三丁目,0,,,263,95,70,58,32,5,580,2.20532
112020140,2,熊谷市,石原,0,,,3012,936,877,588,444,127,7115,2.36222
112020150,3,熊谷市,月見町,0,,,169,29,66,46,22,6,417,2.46746
1.12E+10,4,熊谷市,月見町一丁目,0,,,140,27,55,36,18,4,337,2.40714
1.12E+10,4,熊谷市,月見町二丁目,0,,,29,2,11,10,4,2,80,2.75862
112020160,3,熊谷市,赤城町,0,,,617,206,205,106,76,18,1365,2.21232
1.12E+10,4,熊谷市,赤城町一丁目,0,,,330,114,108,57,39,9,721,2.18485
1.12E+10,4,熊谷市,赤城町二丁目,0,,,127,29,54,19,17,6,304,2.3937
1.12E+10,4,熊谷市,赤城町三丁目,0,,,160,63,43,30,20,3,340,2.125
112020170,2,熊谷市,榎町,0,,,494,172,150,88,57,22,1104,2.23482
112020180,2,熊谷市,宮本町,0,,,475,231,138,63,30,9,887,1.86737
112020190,2,熊谷市,伊勢町,0,,,428,189,118,63,45,12,860,2.00935
112020200,2,熊谷市,見晴町,0,,,457,143,129,106,58,17,1060,2.31947
112020210,3,熊谷市,河原町,0,,,606,326,150,65,41,17,1114,1.83828
1.12E+10,4,熊谷市,河原町一丁目,0,,,302,156,80,30,24,9,565,1.87086
1.12E+10,4,熊谷市,河原町二丁目,0,,,304,170,70,35,17,8,549,1.80592
112020220,3,熊谷市,宮前町,0,,,974,567,213,120,60,11,1666,1.71047
1.12E+10,4,熊谷市,宮前町一丁目,0,,,502,277,115,66,36,6,891,1.7749
1.12E+10,4,熊谷市,宮前町二丁目,0,,,472,290,98,54,24,5,775,1.64195
112020230,3,熊谷市,桜木町,0,,,323,214,58,28,19,3,511,1.58204
1.12E+10,4,熊谷市,桜木町一丁目,0,,,136,96,22,10,6,2,204,1.5
1.12E+10,4,熊谷市,桜木町二丁目,0,,,187,118,36,18,13,1,307,1.64171
112020240,3,熊谷市,万平町,0,,,561,278,136,75,58,13,1078,1.92157
1.12E+10,4,熊谷市,万平町一丁目,0,,,197,120,38,16,19,4,340,1.72589
1.12E+10,4,熊谷市,万平町二丁目,0,,,364,158,98,59,39,9,738,2.02747
112020250,3,熊谷市,曙町,0,,,1171,549,281,172,139,23,2342,2
1.12E+10,4,熊谷市,曙町一丁目,0,,,239,115,50,39,26,8,483,2.02092
1.12E+10,4,熊谷市,曙町二丁目,0,,,317,136,78,51,47,5,658,2.07571
1.12E+10,4,熊谷市,曙町三丁目,0,,,187,85,54,25,18,4,366,1.95722
1.12E+10,4,熊谷市,曙町四丁目,0,,,240,119,52,33,30,4,474,1.975
1.12E+10,4,熊谷市,曙町五丁目,0,,,188,94,47,24,18,2,361,1.92021
112020261,3,熊谷市,肥塚,0,,,489,130,146,113,80,16,1186,2.42536
1.12E+10,4,熊谷市,肥塚一丁目,0,,,113,34,33,24,19,2,264,2.33628
1.12E+10,4,熊谷市,肥塚二丁目,0,,,135,42,45,25,17,4,308,2.28148
1.12E+10,4,熊谷市,肥塚三丁目,0,,,136,34,35,45,14,7,336,2.47059
1.12E+10,4,熊谷市,肥塚四丁目,0,,,105,20,33,19,30,3,278,2.64762
112020262,2,熊谷市,肥塚,0,,,1280,281,504,265,159,50,3106,2.42656
112020270,3,熊谷市,上之,0,,,3554,945,1194,690,538,141,8552,2.4063
1.12E+10,4,熊谷市,上之,0,,,2644,718,909,528,376,94,6212,2.34947
1.12E+10,4,熊谷市,上之,0,,,910,227,285,162,162,47,2340,2.57143
112020280,2,熊谷市,上川上,0,,,344,63,121,64,57,29,935,2.71802
112020290,3,熊谷市,中西,0,,,821,307,215,153,112,27,1822,2.21924
1.12E+10,4,熊谷市,中西一丁目,0,,,188,67,59,37,19,4,404,2.14894
1.12E+10,4,熊谷市,中西二丁目,0,,,125,43,31,28,22,1,282,2.256
1.12E+10,4,熊谷市,中西三丁目,0,,,310,106,86,56,45,15,714,2.30323
1.12E+10,4,熊谷市,中西四丁目,0,,,198,91,39,32,26,7,422,2.13131
112020300,2,熊谷市,柿沼,0,,,1881,552,659,368,210,65,4308,2.29027
112020310,2,熊谷市,代,0,,,444,64,116,96,117,37,1324,2.98198
112020320,2,熊谷市,原島,0,,,1349,314,424,306,200,82,3432,2.54411
112020330,2,熊谷市,新島,0,,,446,119,149,83,61,23,1095,2.45516
112020341,2,熊谷市,玉井,0,,,889,174,295,205,147,54,2323,2.61305
112020342,3,熊谷市,玉井南,0,,,375,92,104,85,74,16,955,2.54667
1.12E+10,4,熊谷市,玉井南一丁目,0,,,122,46,27,22,17,10,284,2.32787
1.12E+10,4,熊谷市,玉井南二丁目,0,,,121,23,32,36,27,1,320,2.64463
1.12E+10,4,熊谷市,玉井南三丁目,0,,,132,23,45,27,30,5,351,2.65909
112020350,2,熊谷市,久保島,0,,,1680,516,552,300,223,57,3901,2.32202
112020360,2,熊谷市,新堀,0,,,2565,818,795,475,355,101,5889,2.29591
112020370,2,熊谷市,高柳,0,,,308,89,113,56,41,8,693,2.25
112020380,3,熊谷市,玉井,0,,,662,139,221,150,115,29,1684,2.54381
1.12E+10,4,熊谷市,玉井一丁目,0,,,136,45,43,26,14,6,307,2.25735
1.12E+10,4,熊谷市,玉井二丁目,0,,,83,17,24,25,13,4,212,2.55422
1.12E+10,4,熊谷市,玉井三丁目,0,,,163,19,56,37,43,7,455,2.79141
1.12E+10,4,熊谷市,玉井四丁目,0,,,168,37,62,36,25,6,411,2.44643
1.12E+10,4,熊谷市,玉井五丁目,0,,,112,21,36,26,20,6,299,2.66964
112020390,2,熊谷市,大麻生,0,,,572,124,185,111,105,36,1500,2.62238
112020400,2,熊谷市,小島,0,,,306,68,90,72,60,11,789,2.57843
112020411,2,熊谷市,広瀬,0,,,1194,347,398,213,172,51,2810,2.35343
112020412,2,熊谷市,瀬南,0,,,147,36,40,34,33,3,371,2.52381
112020420,2,熊谷市,川原明戸,0,,,124,21,44,24,20,11,342,2.75806
112020430,2,熊谷市,武体,0,,,68,16,19,14,11,8,180,2.64706
112020440,2,熊谷市,佐谷田,0,,,1493,445,428,261,245,82,3672,2.45948
112020450,2,熊谷市,平戸,0,,,958,324,243,183,162,35,2251,2.34969
112020460,2,熊谷市,戸出,0,,,385,108,98,80,70,26,972,2.52468
112020470,3,熊谷市,問屋町,0,,,-,-,-,-,-,-,-,-
1.12E+10,4,熊谷市,問屋町一丁目,0,,,-,-,-,-,-,-,-,-
1.12E+10,4,熊谷市,問屋町二丁目,0,,,-,-,-,-,-,-,-,-
1.12E+10,4,熊谷市,問屋町三丁目,0,,,-,-,-,-,-,-,-,-
1.12E+10,4,熊谷市,問屋町四丁目,0,,,-,-,-,-,-,-,-,-
112020480,2,熊谷市,久下,0,,,1290,386,431,254,156,48,2973,2.30465
112020490,2,熊谷市,太井,0,,,221,24,68,67,41,14,638,2.88688
112020500,3,熊谷市,久下,0,,,1122,483,314,176,124,20,2267,2.0205
1.12E+10,4,熊谷市,久下一丁目,0,,,247,87,66,48,44,2,549,2.22267
1.12E+10,4,熊谷市,久下二丁目,0,,,264,109,79,39,26,8,546,2.06818
1.12E+10,4,熊谷市,久下三丁目,0,,,426,220,107,55,34,8,789,1.85211
1.12E+10,4,熊谷市,久下四丁目,0,,,185,67,62,34,20,2,383,2.07027
112020510,2,熊谷市,小曽根,0,,,325,80,107,68,43,25,807,2.48308
112020520,2,熊谷市,上中条,0,,,678,126,217,157,117,36,1838,2.71091
112020530,2,熊谷市,今井,0,,,475,85,157,98,94,31,1286,2.70737
112020540,2,熊谷市,大塚,0,,,71,9,26,16,13,5,201,2.83099
112020550,2,熊谷市,上奈良,0,,,445,97,161,98,62,18,1106,2.48539
112020560,2,熊谷市,中奈良,0,,,529,105,164,123,94,40,1397,2.64083
112020570,2,熊谷市,下奈良,0,,,939,235,312,215,123,40,2283,2.43131
112020580,2,熊谷市,四方寺,0,,,95,21,36,17,9,9,243,2.55789
112020590,2,熊谷市,奈良新田,0,,,95,23,32,25,10,5,227,2.38947
112020600,2,熊谷市,東別府,0,,,421,67,111,112,96,31,1188,2.82185
112020610,2,熊谷市,西別府,0,,,368,71,101,90,74,22,1014,2.75543
112020620,2,熊谷市,下増田,0,,,106,15,41,29,13,7,277,2.61321
112020630,3,熊谷市,別府,0,,,1815,525,566,346,281,74,4335,2.38843
1.12E+10,4,熊谷市,別府一丁目,0,,,167,41,46,28,46,5,432,2.58683
1.12E+10,4,熊谷市,別府二丁目,0,,,323,97,109,64,31,14,752,2.32817
1.12E+10,4,熊谷市,別府三丁目,0,,,331,106,108,62,39,11,750,2.26586
1.12E+10,4,熊谷市,別府四丁目,0,,,473,129,146,100,73,21,1143,2.41649
1.12E+10,4,熊谷市,別府五丁目,0,,,521,152,157,92,92,23,1258,2.41459
112020640,2,熊谷市,三ケ尻,0,,,1259,371,350,229,213,73,3121,2.47895
112020650,2,熊谷市,新堀新田,0,,,941,400,234,154,114,28,1996,2.12115
112020660,2,熊谷市,拾六間,0,,,2644,759,787,517,448,106,6375,2.41112
112020670,2,熊谷市,御稜威ケ原,0,,,-,-,-,-,-,-,-,-
112020680,3,熊谷市,美土里町,0,,,700,333,172,99,70,19,1392,1.98857
1.12E+10,4,熊谷市,美土里町一丁目,0,,,298,141,69,49,28,10,594,1.99329
1.12E+10,4,熊谷市,美土里町二丁目,0,,,267,110,75,37,32,8,570,2.13483
1.12E+10,4,熊谷市,美土里町三丁目,0,,,135,82,28,13,10,1,228,1.68889
112020690,2,熊谷市,村岡,0,,,1137,454,325,172,126,48,2439,2.14512
112020700,2,熊谷市,万吉,1,,750,915,205,364,187,107,40,2197,2.40109
112020710,2,熊谷市,楊井,0,,,277,79,96,49,35,11,658,2.37545
112020720,2,熊谷市,平塚新田,0,,,138,42,43,19,25,4,337,2.44203
112020730,2,熊谷市,池上,0,,,234,41,93,45,32,16,614,2.62393
112020740,2,熊谷市,下川上,0,,,289,46,107,61,53,13,782,2.70588
112020750,2,熊谷市,熊谷,2,700,,X,X,X,X,X,X,X,X
112020760,3,熊谷市,桜町,0,,,308,113,81,47,49,11,710,2.30519
1.12E+10,4,熊谷市,桜町一丁目,0,,,92,36,25,17,10,1,201,2.18478
1.12E+10,4,熊谷市,桜町二丁目,0,,,216,77,56,30,39,10,509,2.35648
112020780,3,熊谷市,大原,0,,,1160,371,384,228,130,37,2592,2.23448
1.12E+10,4,熊谷市,大原一丁目,0,,,434,147,133,92,42,14,966,2.22581
1.12E+10,4,熊谷市,大原二丁目,0,,,199,61,68,44,16,7,447,2.24623
1.12E+10,4,熊谷市,大原三丁目,0,,,205,58,80,35,25,7,458,2.23415
1.12E+10,4,熊谷市,大原四丁目,0,,,322,105,103,57,47,9,721,2.23913
112020790,3,熊谷市,円光,0,,,592,172,178,122,90,21,1415,2.3902
1.12E+10,4,熊谷市,円光一丁目,0,,,363,102,115,77,53,11,862,2.37466
1.12E+10,4,熊谷市,円光二丁目,0,,,229,70,63,45,37,10,553,2.41485
112020800,2,熊谷市,新堀,0,,,797,414,167,115,79,14,1532,1.92221
112020820,3,熊谷市,中央,0,,,1229,416,319,238,195,49,2870,2.33523
1.12E+10,4,熊谷市,中央一丁目,0,,,228,71,66,45,35,9,535,2.34649
1.12E+10,4,熊谷市,中央二丁目,0,,,434,187,95,77,56,14,937,2.15899
1.12E+10,4,熊谷市,中央三丁目,0,,,185,63,34,41,32,12,460,2.48649
1.12E+10,4,熊谷市,中央四丁目,0,,,116,31,47,20,16,2,259,2.23276
1.12E+10,4,熊谷市,中央五丁目,0,,,266,64,77,55,56,12,679,2.55263
112020830,2,熊谷市,手島,0,,,90,12,38,13,18,8,245,2.72222
112020840,2,熊谷市,上恩田,0,,,97,20,32,24,12,7,253,2.60825
112020850,2,熊谷市,中恩田,0,,,110,15,39,20,26,4,317,2.88182
112020860,2,熊谷市,小泉,0,,,136,22,46,27,30,6,377,2.77206
112020870,2,熊谷市,屈戸,0,,,70,14,25,16,7,5,188,2.68571
112020880,2,熊谷市,中曽根,0,,,137,27,57,23,18,7,348,2.54015
112020890,2,熊谷市,津田新田,0,,,133,15,51,25,21,12,390,2.93233
112020900,2,熊谷市,下恩田,0,,,131,48,34,25,12,6,307,2.34351
112020910,2,熊谷市,吉所敷,0,,,25,2,16,5,2,-,57,2.28
112020920,2,熊谷市,沼黒,0,,,40,8,13,11,5,3,102,2.55
112020930,2,熊谷市,高本,0,,,37,5,13,5,8,5,109,2.94595
112020940,2,熊谷市,向谷,0,,,30,1,9,14,3,2,90,3
112020950,2,熊谷市,津田,0,,,130,17,44,31,23,11,371,2.85385
112020960,2,熊谷市,相上,0,,,48,11,16,10,4,4,130,2.70833
112020970,2,熊谷市,玉作,0,,,108,15,50,19,15,7,279,2.58333
112020980,2,熊谷市,箕輪,0,,,228,40,71,50,40,18,644,2.82456
112020990,2,熊谷市,冑山,0,,,229,45,89,46,30,11,589,2.57205
112021000,2,熊谷市,小八林,0,,,262,59,87,49,42,17,683,2.60687
112021010,3,熊谷市,船木台,0,,,912,187,271,190,184,61,2462,2.69956
1.12E+10,4,熊谷市,船木台一丁目,0,,,226,33,79,46,46,14,633,2.80088
1.12E+10,4,熊谷市,船木台二丁目,0,,,177,36,48,36,42,12,487,2.75141
1.12E+10,4,熊谷市,船木台三丁目,0,,,306,81,81,59,59,23,793,2.5915
1.12E+10,4,熊谷市,船木台四丁目,0,,,-,-,-,-,-,-,-,-
1.12E+10,4,熊谷市,船木台五丁目,0,,,203,37,63,49,37,12,549,2.70443
112021020,3,熊谷市,妻沼,0,,,1976,634,618,356,253,91,4554,2.30466
1.12E+10,4,熊谷市,妻沼若宮,0,,,64,17,24,12,8,2,149,2.32813
1.12E+10,4,熊谷市,妻沼東岡,0,,,116,24,41,28,18,5,287,2.47414
1.12E+10,4,熊谷市,妻沼中岡,0,,,172,73,37,27,22,10,386,2.24419
1.12E+10,4,熊谷市,妻沼本町,0,,,120,50,45,13,7,4,234,1.95
1.12E+10,4,熊谷市,妻沼登り戸,0,,,95,20,33,21,15,6,239,2.51579
1.12E+10,4,熊谷市,妻沼池ノ上,0,,,111,23,38,24,20,4,283,2.54955
1.12E+10,4,熊谷市,妻沼錦聖,0,,,98,17,35,27,11,5,255,2.60204
1.12E+10,4,熊谷市,妻沼横町,0,,,76,37,23,8,5,2,143,1.88158
1.12E+10,4,熊谷市,妻沼寺内,0,,,149,64,48,22,8,5,295,1.97987
1.12E+10,4,熊谷市,妻沼上町,0,,,90,21,35,17,12,5,215,2.38889
1.12E+10,4,熊谷市,妻沼仲町,0,,,42,12,13,10,5,2,98,2.33333
1.12E+10,4,熊谷市,妻沼下町,0,,,82,21,26,12,14,6,213,2.59756
1.12E+10,4,熊谷市,妻沼卯月花,0,,,188,71,47,33,25,9,429,2.28191
1.12E+10,4,熊谷市,妻沼福寿寺,0,,,43,8,14,8,10,3,115,2.67442
1.12E+10,4,熊谷市,妻沼一本木,0,,,352,117,96,63,57,16,824,2.34091
1.12E+10,4,熊谷市,妻沼神明町,0,,,115,30,49,19,10,5,262,2.27826
1.12E+10,4,熊谷市,妻沼一本木,0,,,16,16,-,-,-,-,16,1
1.12E+10,4,熊谷市,妻沼砂場,0,,,9,1,2,5,-,1,25,2.77778
1.12E+10,4,熊谷市,妻沼西部第二,0,,,7,-,1,3,3,-,23,3.28571
1.12E+10,4,熊谷市,妻沼台,0,,,31,12,11,4,3,1,63,2.03226
1.12E+10,4,熊谷市,妻沼浅見,2,103005,,X,X,X,X,X,X,X,X
112021030,3,熊谷市,弥藤吾,0,,,862,181,332,178,121,40,2125,2.4652
1.12E+10,4,熊谷市,弥藤吾弥下,0,,,160,38,55,31,28,6,395,2.46875
1.12E+10,4,熊谷市,弥藤吾中口,0,,,65,10,25,17,10,2,168,2.58462
1.12E+10,4,熊谷市,弥藤吾杉之道,0,,,158,42,54,32,20,7,379,2.39873
1.12E+10,4,熊谷市,弥藤吾年代,0,,,72,12,25,16,11,6,197,2.73611
1.12E+10,4,熊谷市,弥藤吾浅見,1,,102022,46,6,22,9,4,5,118,2.56522
1.12E+10,4,熊谷市,弥藤吾北口,0,,,51,20,11,9,8,3,116,2.27451
1.12E+10,4,熊谷市,弥藤吾弥藤吾新田,0,,,50,11,14,13,8,3,131,2.62
1.12E+10,4,熊谷市,弥藤吾妻沼南,0,,,233,39,121,48,21,3,530,2.27468
1.12E+10,4,熊谷市,弥藤吾江波,0,,,27,3,5,3,11,5,91,3.37037
112021040,2,熊谷市,男沼,0,,,147,22,45,35,29,12,418,2.84354
112021050,3,熊谷市,妻沼台,0,,,196,49,62,38,28,11,503,2.56633
1.12E+10,4,熊谷市,妻沼台台,0,,,161,44,48,34,21,8,403,2.50311
1.12E+10,4,熊谷市,妻沼台台中島,0,,,35,5,14,4,7,3,100,2.85714
112021060,2,熊谷市,出来島,0,,,108,22,28,24,24,7,301,2.78704
112021070,3,熊谷市,間々田,1,,107001;107002,134,24,40,31,22,14,374,2.79104
1.12E+10,4,熊谷市,間々田間々田,2,1070,,X,X,X,X,X,X,X,X
1.12E+10,4,熊谷市,間々田台中島,2,1070,,X,X,X,X,X,X,X,X
112021080,3,熊谷市,妻沼小島,0,,,143,34,50,40,16,1,335,2.34266
1.12E+10,4,熊谷市,妻沼小島小島,0,,,47,13,20,7,5,1,105,2.23404
1.12E+10,4,熊谷市,妻沼小島小島,0,,,96,21,30,33,11,-,230,2.39583
112021090,3,熊谷市,永井太田,0,,,307,64,85,61,65,18,857,2.79153
1.12E+10,4,熊谷市,永井太田上平,0,,,38,5,9,13,7,2,113,2.97368
1.12E+10,4,熊谷市,永井太田北間,0,,,59,8,17,14,12,5,177,3
1.12E+10,4,熊谷市,永井太田永東,0,,,77,18,22,14,14,5,210,2.72727
1.12E+10,4,熊谷市,永井太田薬西,0,,,44,12,15,7,4,2,113,2.56818
1.12E+10,4,熊谷市,永井太田前新田,1,,109007,37,12,11,5,7,2,87,2.35135
1.12E+10,4,熊谷市,永井太田福王寺,0,,,52,9,11,8,21,2,157,3.01923
1.12E+10,4,熊谷市,永井太田市ノ坪,2,109005,,X,X,X,X,X,X,X,X
112021100,3,熊谷市,飯塚,0,,,240,37,75,66,37,15,671,2.79583
1.12E+10,4,熊谷市,飯塚飯塚,1,,110006,109,19,44,23,14,5,281,2.57798
1.12E+10,4,熊谷市,飯塚福王寺,0,,,45,8,9,15,9,3,128,2.84444
1.12E+10,4,熊谷市,飯塚古江原,0,,,46,6,10,15,8,3,143,3.1087
1.12E+10,4,熊谷市,飯塚,0,,,-,-,-,-,-,-,-,-
1.12E+10,4,熊谷市,飯塚道ケ谷戸,0,,,40,4,12,13,6,4,119,2.975
1.12E+10,4,熊谷市,飯塚市ノ坪,2,110001,,X,X,X,X,X,X,X,X
112021110,3,熊谷市,八木田,1,,111001;111002,151,27,57,30,27,7,395,2.61589
1.12E+10,4,熊谷市,八木田八木田,2,1110,,X,X,X,X,X,X,X,X
1.12E+10,4,熊谷市,八木田中口,2,1110,,X,X,X,X,X,X,X,X
112021120,3,熊谷市,道ケ谷戸,0,,,33,5,11,6,7,4,93,2.81818
1.12E+10,4,熊谷市,道ケ谷戸道ケ谷戸,0,,,26,5,8,3,6,4,74,2.84615
1.12E+10,4,熊谷市,道ケ谷戸飯塚,1,,112003,7,-,3,3,1,-,19,2.71429
1.12E+10,4,熊谷市,道ケ谷戸八木田,2,112002,,X,X,X,X,X,X,X,X
112021130,3,熊谷市,上江袋,0,,,285,62,98,63,43,12,725,2.54386
1.12E+10,4,熊谷市,上江袋江北,0,,,127,26,41,22,28,6,341,2.68504
1.12E+10,4,熊谷市,上江袋江南,0,,,64,11,16,21,10,3,182,2.84375
1.12E+10,4,熊谷市,上江袋北武蔵,0,,,83,22,38,17,4,2,175,2.10843
1.12E+10,4,熊谷市,上江袋西野西部,0,,,5,1,1,2,-,1,14,2.8
1.12E+10,4,熊谷市,上江袋西野中部,0,,,6,2,2,1,1,-,13,2.16667
112021140,2,熊谷市,原井,0,,,41,5,16,11,5,2,114,2.78049
112021150,2,熊谷市,市ノ坪,0,,,93,18,33,20,15,4,242,2.60215
112021160,3,熊谷市,上根,0,,,335,83,104,59,62,19,859,2.56418
1.12E+10,4,熊谷市,上根上根,0,,,335,83,104,59,62,19,859,2.56418
1.12E+10,4,熊谷市,上根上根,0,,,-,-,-,-,-,-,-,-
112021170,3,熊谷市,江波,0,,,289,75,118,42,32,17,682,2.35986
1.12E+10,4,熊谷市,江波江波,0,,,119,34,38,19,17,8,294,2.47059
1.12E+10,4,熊谷市,江波江波,0,,,41,14,15,4,4,4,92,2.2439
1.12E+10,4,熊谷市,江波江波台,0,,,97,19,46,17,9,4,231,2.38144
1.12E+10,4,熊谷市,江波江波台第二,0,,,32,8,19,2,2,1,65,2.03125
112021180,2,熊谷市,八ツ口,0,,,129,25,47,30,16,9,330,2.55814
112021190,3,熊谷市,善ケ島,0,,,583,102,225,134,75,30,1516,2.60034
1.12E+10,4,熊谷市,善ケ島東部,0,,,162,27,63,30,23,15,435,2.68519
1.12E+10,4,熊谷市,善ケ島西部,0,,,151,23,57,40,20,6,400,2.64901
1.12E+10,4,熊谷市,善ケ島中瀬,0,,,105,20,35,24,15,5,289,2.75238
1.12E+10,4,熊谷市,善ケ島西部第二,0,,,165,32,70,40,17,4,392,2.37576
1.12E+10,4,熊谷市,善ケ島一本木,0,,,-,-,-,-,-,-,-,-
112021200,3,熊谷市,上須戸,0,,,456,77,167,106,69,25,1206,2.64474
1.12E+10,4,熊谷市,上須戸上須戸東部,0,,,56,13,19,10,10,2,143,2.55357
1.12E+10,4,熊谷市,上須戸上須戸中部,0,,,92,10,22,25,23,10,284,3.08696
1.12E+10,4,熊谷市,上須戸上須戸西部,0,,,63,10,22,12,8,6,185,2.93651
1.12E+10,4,熊谷市,上須戸上須戸ハイツ,0,,,245,44,104,59,28,7,594,2.42449
112021210,3,熊谷市,西城,0,,,264,56,87,49,46,18,700,2.65152
1.12E+10,4,熊谷市,西城森谷,0,,,51,10,25,6,8,2,120,2.35294
1.12E+10,4,熊谷市,西城西城台,0,,,51,13,15,8,7,7,136,2.66667
1.12E+10,4,熊谷市,西城森谷,0,,,-,-,-,-,-,-,-,-
1.12E+10,4,熊谷市,西城西城,0,,,162,33,47,35,31,9,444,2.74074
112021220,2,熊谷市,田島,0,,,112,22,42,24,18,4,284,2.53571
112021230,3,熊谷市,西野,0,,,354,86,137,66,46,15,842,2.37853
1.12E+10,4,熊谷市,西野西野西部,0,,,112,28,35,19,20,7,289,2.58036
1.12E+10,4,熊谷市,西野西野中部,0,,,96,24,44,17,8,3,210,2.1875
1.12E+10,4,熊谷市,西野西野東部,0,,,146,34,58,30,18,5,343,2.34932
112021240,3,熊谷市,葛和田,0,,,429,88,159,97,51,21,1085,2.52914
1.12E+10,4,熊谷市,葛和田上入,0,,,49,6,22,11,5,1,133,2.71429
1.12E+10,4,熊谷市,葛和田中宿,0,,,42,9,15,10,5,3,104,2.47619
1.12E+10,4,熊谷市,葛和田下宿,0,,,44,14,12,6,8,3,109,2.47727
1.12E+10,4,熊谷市,葛和田西島,0,,,60,10,24,14,7,3,155,2.58333
1.12E+10,4,熊谷市,葛和田向野,0,,,52,8,19,11,10,2,141,2.71154
1.12E+10,4,熊谷市,葛和田荒宿,0,,,83,17,30,22,10,2,205,2.46988
1.12E+10,4,熊谷市,葛和田葛和田団地,1,,124008,99,24,37,23,6,7,238,2.40404
1.12E+10,4,熊谷市,葛和田日向,2,124007,,X,X,X,X,X,X,X,X
112021250,3,熊谷市,日向,0,,,333,86,110,64,50,15,825,2.47748
1.12E+10,4,熊谷市,日向日向,0,,,64,14,15,14,13,5,184,2.875
1.12E+10,4,熊谷市,日向日向,0,,,56,16,14,15,7,3,138,2.46429
1.12E+10,4,熊谷市,日向日向,0,,,72,12,26,12,14,4,201,2.79167
1.12E+10,4,熊谷市,日向日向団地,0,,,141,44,55,23,16,3,302,2.14184
112021260,2,熊谷市,弁財,0,,,37,11,11,4,6,3,96,2.59459
112021270,2,熊谷市,大野,0,,,113,10,53,27,14,7,300,2.65487
112021280,2,熊谷市,俵瀬,0,,,47,3,16,14,5,6,146,3.10638
112021290,2,熊谷市,利根川河川敷,0,,,-,-,-,-,-,-,-,-
112021300,3,熊谷市,妻沼東,0,,,753,170,245,161,139,24,1905,2.52988
1.12E+10,4,熊谷市,妻沼東一丁目,0,,,86,14,24,15,23,8,251,2.9186
1.12E+10,4,熊谷市,妻沼東二丁目,0,,,191,41,72,35,33,5,477,2.49738
1.12E+10,4,熊谷市,妻沼東三丁目,0,,,175,55,49,41,23,5,405,2.31429
1.12E+10,4,熊谷市,妻沼東四丁目,0,,,242,48,81,57,50,4,615,2.54132
1.12E+10,4,熊谷市,妻沼東五丁目,0,,,59,12,19,13,10,2,157,2.66102
112021310,3,熊谷市,妻沼中央,0,,,158,40,47,38,22,9,394,2.49367
1.12E+10,4,熊谷市,妻沼中央中央,0,,,35,11,7,9,4,3,90,2.57143
1.12E+10,4,熊谷市,妻沼中央中央,0,,,22,3,5,10,3,-,61,2.77273
1.12E+10,4,熊谷市,妻沼中央中央,0,,,101,26,35,19,15,6,243,2.40594
112021320,3,熊谷市,町丁字コード1320の計,0,,,980,297,285,193,148,42,2345,2.39286
1.12E+10,4,熊谷市,成沢,0,,,225,65,59,42,38,16,577,2.56444
1.12E+10,4,熊谷市,成沢,0,,,184,56,61,39,22,3,417,2.2663
1.12E+10,4,熊谷市,押切,0,,,178,38,60,44,28,6,444,2.49438
1.12E+10,4,熊谷市,押切,0,,,172,81,41,28,16,4,343,1.99419
1.12E+10,4,熊谷市,押切,0,,,221,57,64,40,44,13,564,2.55204
112021330,2,熊谷市,三本,0,,,237,48,82,44,44,15,620,2.61603
112021340,2,熊谷市,上新田,0,,,118,35,33,23,21,5,286,2.42373
112021350,3,熊谷市,押切,0,,,305,75,124,55,36,9,717,2.35082
1.12E+10,4,熊谷市,押切,0,,,180,37,69,36,24,9,456,2.53333
1.12E+10,4,熊谷市,押切,0,,,125,38,55,19,12,-,261,2.088
112021360,2,熊谷市,樋春,0,,,206,35,70,50,31,14,556,2.69903
112021370,2,熊谷市,御正新田,0,,,609,257,147,108,66,22,1307,2.14614
112021380,2,熊谷市,須賀広,0,,,144,22,41,30,28,19,426,2.95833
112021390,2,熊谷市,野原,0,,,257,71,84,51,33,14,620,2.41245
112021400,2,熊谷市,小江川,0,,,390,69,146,95,53,20,1004,2.57436
112021410,2,熊谷市,塩,0,,,82,13,25,25,7,9,232,2.82927
